板块,公司全称,英文名称,A股代码,A股简称,A股上市日期,B股代码,B股 简 称,B股上市日期,所属行业
创业板,无锡隆盛科技股份有限公司,"Wuxi Longsheng Technology Co., Ltd",300680,隆盛科技,2017-07-25,,,,C 制造业
创业板,珠海英搏尔电气股份有限公司,"Zhuhai Enpower Electric Co.,Ltd.",300681,英搏尔,2017-07-25,,,,C 制造业
创业板,朗新科技集团股份有限公司,"LONGSHINE TECHNOLOGY GROUP CO.,LTD",300682,朗新科技,2017-08-01,,,,I 信息技术
创业板,武汉海特生物制药股份有限公司,"Wuhan Hiteck Biological Pharma Co.,Ltd",300683,海特生物,2017-08-08,,,,C 制造业
创业板,北京中石伟业科技股份有限公司,JONES TECH PLC,300684,中石科技,2017-12-27,,,,C 制造业
创业板,厦门艾德生物医药科技股份有限公司,"Amoy Diagnostics Co.,Ltd.",300685,艾德生物,2017-08-02,,,,C 制造业
创业板,深圳市智动力精密技术股份有限公司,"Shenzhen CDL Precision Technology Co., Ltd.",300686,智动力,2017-08-04,,,,C 制造业
创业板,广州赛意信息科技股份有限公司,"GUANGZHOU SIE CONSULTING CO., LTD.",300687,赛意信息,2017-08-03,,,,I 信息技术
创业板,创业黑马科技集团股份有限公司,Dark Horse Technology Group Co. Ltd,300688,创业黑马,2017-08-10,,,,L 商务服务
创业板,深圳市澄天伟业科技股份有限公司,"SHENZHEN CHENGTIAN WEIYE TECHNOLOGY CO.,LTD.",300689,澄天伟业,2017-08-09,,,,C 制造业
创业板,山东双一科技股份有限公司,"SHANDONG SHUANGYI TECHNOLOGY CO., LTD.",300690,双一科技,2017-08-08,,,,C 制造业
创业板,中山联合光电科技股份有限公司,"Union Optech Co., Ltd.",300691,联合光电,2017-08-11,,,,C 制造业
创业板,安徽中环环保科技股份有限公司,"Anhui Zhonghuan Environmental Protection Technology Co., Ltd",300692,中环环保,2017-08-21,,,,N 公共环保
创业板,深圳市盛弘电气股份有限公司,"Shenzhen Sinexcel Electric Co.,Ltd",300693,盛弘股份,2017-08-22,,,,C 制造业
创业板,无锡蠡湖增压技术股份有限公司,Wuxi Lihu Corporation Limited.,300694,蠡湖股份,2018-10-15,,,,C 制造业
创业板,浙江兆丰机电股份有限公司,"Zhejiang Zhaofeng Mechanical and Electronic Co.,Ltd.",300695,兆丰股份,2017-09-08,,,,C 制造业
创业板,成都爱乐达航空制造股份有限公司,Chengdu ALD Aviation Manufacturing Corporation.,300696,爱乐达,2017-08-22,,,,C 制造业
创业板,江阴电工合金股份有限公司,"Jiangyin Electrical Alloy Co., Ltd.",300697,电工合金,2017-09-07,,,,C 制造业
创业板,万马科技股份有限公司,"WANMA TECHNOLOGY CO., LTD.",300698,万马科技,2017-08-31,,,,C 制造业
创业板,威海光威复合材料股份有限公司,"Weihai Guangwei Composites Co., Ltd.",300699,光威复材,2017-09-01,,,,C 制造业
创业板,长沙岱勒新材料科技股份有限公司,"Changsha DIALINE New Material Sci.&Tech. Co., Ltd.",300700,岱勒新材,2017-09-12,,,,C 制造业
创业板,森霸传感科技股份有限公司,"Senba Sensing Technology Co.,Ltd.",300701,森霸传感,2017-09-15,,,,C 制造业
创业板,浙江天宇药业股份有限公司,"Zhejiang Tianyu Pharmaceutical Co., Ltd.",300702,天宇股份,2017-09-19,,,,C 制造业
创业板,宁波创源文化发展股份有限公司,"Cre8 Direct (Ningbo) Co., Ltd.",300703,创源文化,2017-09-19,,,,C 制造业
创业板,湖南九典制药股份有限公司,"Hunan Jiudian Pharmaceutical Co.,Ltd",300705,九典制药,2017-10-10,,,,C 制造业
创业板,福建阿石创新材料股份有限公司,"Fujian Acetron New Materials Co., Ltd.",300706,阿石创,2017-09-26,,,,C 制造业
创业板,无锡威唐工业技术股份有限公司,"VT Industrial Technology Co., Ltd.",300707,威唐工业,2017-10-10,,,,C 制造业
创业板,聚灿光电科技股份有限公司,"Focus Lightings Tech CO.,LTD.",300708,聚灿光电,2017-10-16,,,,C 制造业
创业板,江苏精研科技股份有限公司,"Jiangsu Gian Technology Co., Ltd.",300709,精研科技,2017-10-19,,,,C 制造业
创业板,杭州万隆光电设备股份有限公司,"Hangzhou Prevail Optoelectronic Equipment Co., Ltd.",300710,万隆光电,2017-10-19,,,,C 制造业
创业板,广州广哈通信股份有限公司,"GHT Co.,Ltd",300711,广哈通信,2017-11-01,,,,C 制造业
创业板,福建永福电力设计股份有限公司,"FUJIAN YONGFU POWER ENGINEERING CO.,LTD.",300712,永福股份,2017-10-31,,,,E 建筑业
创业板,深圳市英可瑞科技股份有限公司,"Shenzhen Increase Technology Co., Ltd.",300713,英可瑞,2017-11-01,,,,C 制造业
创业板,江苏凯伦建材股份有限公司,"JIANGSU CANLON BUILDING MATERIALS CO., LTD.",300715,凯伦股份,2017-10-26,,,,C 制造业
创业板,广东国立科技股份有限公司,"GUANGDONG GUOLI SCI&TECH CO.,LTD.",300716,国立科技,2017-11-09,,,,C 制造业
创业板,江苏华信新材料股份有限公司,"Jiangsu Huaxin New Material Co.,Ltd.",300717,华信新材,2017-11-06,,,,C 制造业
创业板,浙江长盛滑动轴承股份有限公司,"ZHEJIANG CHANGSHENG SLIDING BEARINGS CO.,LTD.",300718,长盛轴承,2017-11-06,,,,C 制造业
创业板,北京安达维尔科技股份有限公司,"Beijing Andawell Science& Technology Co.,Ltd",300719,安达维尔,2017-11-09,,,,C 制造业
创业板,广东海川智能机器股份有限公司,"Guang Dong High Dream Intellectualized Machinery Co., Ltd.",300720,海川智能,2017-11-06,,,,C 制造业
创业板,江苏怡达化学股份有限公司,"Jiang Su Yida Chemical Co.,Ltd.",300721,怡达股份,2017-11-15,,,,C 制造业
创业板,江西新余国科科技股份有限公司,"JIANGXI XINYU GUOKE TECHNOLOGY CO., LTD.",300722,新余国科,2017-11-10,,,,C 制造业
创业板,一品红药业股份有限公司,"Yipinhong Pharmaceutical Co., Ltd.",300723,一品红,2017-11-16,,,,C 制造业
创业板,深圳市捷佳伟创新能源装备股份有限公司,Shenzhen S.C New Energy Technology Corporation,300724,捷佳伟创,2018-08-10,,,,C 制造业
创业板,南京药石科技股份有限公司,"PharmaBlock Sciences (Nanjing), Inc.",300725,药石科技,2017-11-10,,,,C 制造业
创业板,株洲宏达电子股份有限公司,"Zhuzhou Hongda Electronics Corp., Ltd.",300726,宏达电子,2017-11-21,,,,C 制造业
创业板,宁波润禾高新材料科技股份有限公司,"Ningbo Runhe High-Tech Materials Co., Ltd.",300727,润禾材料,2017-11-27,,,,C 制造业
创业板,乐歌人体工学科技股份有限公司,Loctek Ergonomic Technology Corp.,300729,乐歌股份,2017-12-01,,,,C 制造业
创业板,湖南科创信息技术股份有限公司,"Hunan Creator Information Technologies CO.,LTD.",300730,科创信息,2017-12-05,,,,I 信息技术
创业板,深圳科创新源新材料股份有限公司,"Shenzhen Cotran New Material Co.,Ltd",300731,科创新源,2017-12-08,,,,C 制造业
创业板,河南省交通规划设计研究院股份有限公司,"Henan Provincial Communications Planning & Design Institute Co., Ltd",300732,设研院,2017-12-12,,,,M 科研服务
创业板,成都西菱动力科技股份有限公司,Chengdu Xiling Power Science & Technology Incorporated Company,300733,西菱动力,2018-01-16,,,,C 制造业
创业板,惠州光弘科技股份有限公司,"DBG Technology Co., Ltd.",300735,光弘科技,2017-12-29,,,,C 制造业
创业板,北京百华悦邦科技股份有限公司,BYBON Group Company Limited,300736,百邦科技,2018-01-09,,,,O 居民服务
创业板,科顺防水科技股份有限公司,"Keshun Waterproof Technolgies Co., Ltd.",300737,科顺股份,2018-01-25,,,,C 制造业
创业板,广东奥飞数据科技股份有限公司,"Guangdong Aofei Data Technology Co., Ltd.",300738,奥飞数据,2018-01-19,,,,I 信息技术
创业板,深圳明阳电路科技股份有限公司,"Sunshine Global Circuits Co., Ltd.",300739,明阳电路,2018-02-01,,,,C 制造业
创业板,御家汇股份有限公司,"YujiahuiCo.,Ltd.",300740,御家汇,2018-02-08,,,,C 制造业
创业板,华宝香精股份有限公司,"Huabao Flavours & Fragrances Co., Ltd",300741,华宝股份,2018-03-01,,,,C 制造业
创业板,南京越博动力系统股份有限公司,"Nanjing YueBoo Power System Co.,Ltd",300742,越博动力,2018-05-08,,,,C 制造业
创业板,杭州天地数码科技股份有限公司,"HANGZHOU TODAYTEC DIGITAL CO., LTD",300743,天地数码,2018-04-27,,,,C 制造业
创业板,深圳欣锐科技股份有限公司,"SHINRY TECHNOLOGIES CO.,LTD.",300745,欣锐科技,2018-05-23,,,,C 制造业
创业板,汉嘉设计集团股份有限公司,"HANJIA DESIGN GROUP CO.,LTD.",300746,汉嘉设计,2018-05-25,,,,M 科研服务
创业板,武汉锐科光纤激光技术股份有限公司,"Wuhan Raycus Fiber Laser Technologies Co., Ltd.",300747,锐科激光,2018-06-25,,,,C 制造业
创业板,江西金力永磁科技股份有限公司,"JL MAG RARE-EARTH CO., LTD.",300748,金力永磁,2018-09-21,,,,C 制造业
创业板,广东顶固集创家居股份有限公司,"GuangDong Topstrong Living Innovation & Integration Co., Ltd.",300749,顶固集创,2018-09-25,,,,C 制造业
创业板,宁德时代新能源科技股份有限公司,"Contemporary Amperex Technology Co., Limited",300750,宁德时代,2018-06-11,,,,C 制造业
创业板,苏州迈为科技股份有限公司,"Suzhou Maxwell Technologies Co., Ltd.",300751,迈为股份,2018-11-09,,,,C 制造业
创业板,深圳市隆利科技股份有限公司,"SHENZHEN LONGLI TECHNOLOGY CO.,LTD",300752,隆利科技,2018-11-30,,,,C 制造业
创业板,江苏爱朋医疗科技股份有限公司,"Jiangsu Apon Medical Technology Co., Ltd.",300753,爱朋医疗,2018-12-13,,,,C 制造业
创业板,华致酒行连锁管理股份有限公司,"Vats Liquor Chain Store Management Joint Stock CO.,LTD.",300755,华致酒行,2019-01-29,,,,F 批发零售
创业板,中山市金马科技娱乐设备股份有限公司,Jinma Technology Entertainment Corporation Limited,300756,中山金马,2018-12-28,,,,C 制造业
创业板,罗博特科智能科技股份有限公司,"RoboTechnik Intelligent Technology Co., LTD",300757,罗博特科,2019-01-08,,,,C 制造业
创业板,鞍山七彩化学股份有限公司,"ANSHAN HIFICHEM CO.,LTD.",300758,七彩化学,2019-02-22,,,,C 制造业
创业板,康龙化成（北京）新药技术股份有限公司,"Pharmaron Beijing Co., Ltd.",300759,康龙化成,2019-01-28,,,,M 科研服务
创业板,深圳迈瑞生物医疗电子股份有限公司,"Shenzhen Mindray Bio-Medical Electronics Co., Ltd.",300760,迈瑞医疗,2018-10-16,,,,C 制造业
创业板,江苏立华牧业股份有限公司,"JIANGSU LIHUA ANIMAL HUSBANDRY CO., LTD.",300761,立华股份,2019-02-18,,,,A 农林牧渔
创业板,上海瀚讯信息技术股份有限公司,"Jushri Technologies, Inc.",300762,上海瀚讯,2019-03-14,,,,C 制造业
创业板,锦浪科技股份有限公司,"Ginlong Technologies Co., Ltd.",300763,锦浪科技,2019-03-19,,,,C 制造业
创业板,石药集团新诺威制药股份有限公司,"CSPC Innovation Pharmaceutical Co.,Ltd.",300765,新诺威,2019-03-22,,,,C 制造业
创业板,浙江每日互动网络科技股份有限公司,"Zhejiang Merit Interactive Network Technology Co., Ltd.",300766,每日互动,2019-03-25,,,,I 信息技术
创业板,震安科技股份有限公司,"QuakeSafe Technologies Co.,Ltd.",300767,震安科技,2019-03-29,,,,C 制造业
创业板,杭州迪普科技股份有限公司,"Hangzhou DPtech Technologies Co.,Ltd.",300768,迪普科技,2019-04-12,,,,I 信息技术
创业板,深圳市德方纳米科技股份有限公司,"Shenzhen Dynanonic CO.,LTD.",300769,德方纳米,2019-04-15,,,,C 制造业
创业板,广东南方新媒体股份有限公司,"Guangdong South New Media Co.,Ltd",300770,新媒股份,2019-04-19,,,,I 信息技术
创业板,深圳市智莱科技股份有限公司,"Shenzhen Zhilai Sci and Tech Co., Ltd.",300771,智莱科技,2019-04-22,,,,C 制造业
创业板,浙江运达风电股份有限公司,"Zhejiang Windey Co.,Ltd.",300772,运达股份,2019-04-26,,,,C 制造业
创业板,拉卡拉支付股份有限公司,"Lakala Payment Co., Ltd.",300773,拉卡拉,2019-04-25,,,,I 信息技术
创业板,西安三角防务股份有限公司,"Xi""an Triangle Defense Co.,Ltd.",300775,三角防务,2019-05-21,,,,C 制造业
创业板,武汉帝尔激光科技股份有限公司,"WUHAN DR LASER TECHNOLOGY CORP.,LTD",300776,帝尔激光,2019-05-17,,,,C 制造业
创业板,中简科技股份有限公司,"Sinofibers Technology Co.,Ltd.",300777,中简科技,2019-05-16,,,,C 制造业
创业板,深圳市新城市规划建筑设计股份有限公司,"SHENZHEN NEW LAND TOOL PLANNING & ARCHITECTURAL DESIGN CO., LTD.",300778,新城市,2019-05-10,,,,M 科研服务
创业板,青岛惠城环保科技股份有限公司,"Qingdao Huicheng Environmental Technology Co., Ltd.",300779,惠城环保,2019-05-22,,,,C 制造业
创业板,四川德恩精工科技股份有限公司,"Sichuan Dawn Precision Technology Co.,Ltd",300780,德恩精工,2019-05-31,,,,C 制造业
创业板,广东因赛品牌营销集团股份有限公司,"Guangdong Insight Brand Marketing Group Co., Ltd.",300781,因赛集团,2019-06-06,,,,L 商务服务
创业板,江苏卓胜微电子股份有限公司,Maxscend Microelectronics Company Limited,300782,卓胜微,2019-06-18,,,,C 制造业
创业板,三只松鼠股份有限公司,Three Squirrels Inc.,300783,三只松鼠,2019-07-12,,,,F 批发零售
创业板,北京值得买科技股份有限公司,"Beijing Zhidemai Technology Co., Ltd.",300785,值得买,2019-07-15,,,,I 信息技术
创业板,青岛国林环保科技股份有限公司,"QINGDAO GUOLIN ENVIRONMENTAL TECHNOLOGY CO., LTD.",300786,国林科技,2019-07-23,,,,C 制造业
创业板,安福县海能实业股份有限公司,Anfu CE LINK Limited,300787,海能实业,2019-08-15,,,,C 制造业
创业板,中信出版集团股份有限公司,Citic Press Corporation,300788,中信出版,2019-07-05,,,,R 文化传播
创业板,成都唐源电气股份有限公司,"Chengdu TangYuan Electric Co.,Ltd.",300789,唐源电气,2019-08-28,,,,I 信息技术
创业板,东莞市宇瞳光学科技股份有限公司,"DongGuan YuTong Optical Technology Co.,Ltd.",300790,宇瞳光学,2019-09-20,,,,C 制造业
创业板,仙乐健康科技股份有限公司,"Sirio Pharma Co., Ltd.",300791,仙乐健康,2019-09-25,,,,C 制造业
创业板,杭州壹网壹创科技股份有限公司,HANGZHOU ONECHANCE TECH CORP.,300792,壹网壹创,2019-09-27,,,,I 信息技术
创业板,佳禾智能科技股份有限公司,"Cosonic Intelligent Technologies Co., Ltd.",300793,佳禾智能,2019-10-18,,,,C 制造业
创业板,浙江米奥兰特商务会展股份有限公司,Zhejiang Meorient Commerce&Exhibition Inc.,300795,米奥会展,2019-10-22,,,,L 商务服务
创业板,绍兴贝斯美化工股份有限公司,"BSM CHEMICAL CO., LTD.",300796,贝斯美,2019-11-15,,,,C 制造业
创业板,钢研纳克检测技术股份有限公司,"NCS TESTING TECHNOLOGY CO., LTD.",300797,钢研纳克,2019-11-01,,,,M 科研服务
创业板,江苏锦鸡实业股份有限公司,"Jiang Su Jin ji Industrial Co.,Ltd.",300798,锦鸡股份,2019-11-22,,,,C 制造业
创业板,北京左江科技股份有限公司,"Beijing Zuojiang Technology Co., Ltd.",300799,左江科技,2019-10-29,,,,I 信息技术
创业板,力合科技（湖南）股份有限公司,"Lihe Technology (Hunan) Co.,Ltd.",300800,力合科技,2019-11-06,,,,C 制造业
创业板,山东泰和水处理科技股份有限公司,"Shandong Taihe Water Treatment Technologies CO.,Ltd.",300801,泰和科技,2019-11-28,,,,C 制造业
创业板,上海矩子科技股份有限公司,"Jutze Intelligent Technology Co., Ltd.",300802,矩子科技,2019-11-14,,,,C 制造业
创业板,北京指南针科技发展股份有限公司,"Beijing Compass Technology Development Co., Ltd.",300803,指南针,2019-11-18,,,,J 金融业
创业板,广东电声市场营销股份有限公司,"GUANGDONG BRANDMAX MARKETING CO.,LTD.",300805,电声股份,2019-11-21,,,,L 商务服务
创业板,江苏斯迪克新材料科技股份有限公司,"Jiangsu Sidike New Materials Science & Technology Co., Ltd.",300806,斯迪克,2019-11-25,,,,C 制造业
创业板,郑州天迈科技股份有限公司,"Zhengzhou Tiamaes Technology Co., Ltd.",300807,天迈科技,2019-12-19,,,,C 制造业
创业板,广东久量股份有限公司,"Guangdong DP Co., Ltd.",300808,久量股份,2019-11-29,,,,C 制造业
创业板,华辰精密装备（昆山）股份有限公司,"Hiecise Precision Equipment Co.,Ltd.",300809,华辰装备,2019-12-04,,,,C 制造业
创业板,北京中科海讯数字科技股份有限公司,"Beijing Zhongkehaixun Digital S&T Co.,Ltd.",300810,中科海讯,2019-12-06,,,,I 信息技术
创业板,深圳市铂科新材料股份有限公司,"POCO Holding Co., Ltd.",300811,铂科新材,2019-12-30,,,,C 制造业
创业板,深圳市易天自动化设备股份有限公司,"Shenzhen Etmade Automatic Equipment Co.,Ltd",300812,易天股份,2020-01-09,,,,C 制造业
创业板,浙江泰林生物技术股份有限公司,"ZheJiang Tailin Bioengineering Co.,Ltd",300813,泰林生物,2020-01-14,,,,C 制造业
创业板,玉禾田环境发展集团股份有限公司,"EIT Environmental Development Group Co.,Ltd",300815,玉禾田,2020-01-23,,,,N 公共环保
创业板,安徽艾可蓝环保股份有限公司,"ActBlue Co., Ltd.",300816,艾可蓝,2020-02-10,,,,N 公共环保
创业板,浙江双飞无油轴承股份有限公司,"Zhejiang SF Oilless Bearing Co., Ltd.",300817,双飞股份,2020-02-18,,,,C 制造业
创业板,江西耐普矿机新材料股份有限公司,"Jiangxi Naipu Mining Machinery and New Materials Co.,Ltd",300818,耐普矿机,2020-02-12,,,,C 制造业
